steps_per_min,heart_rate_bpm,accelerometer_magnitude,skin_temperature_c,calories_per_min,gyroscope_magnitude,true_activity
3.794,79.711,0.31,36.276,1.933,0.166,Desk Work
2.036,70.005,0.182,36.223,1.316,0.175,Desk Work
179.643,132.039,3.723,36.87,10.678,2.662,Running
103.375,176.139,5.981,36.372,17.849,2.987,Gym
11.875,133.28,1.945,37.186,10.072,2.215,Cycling
0.495,73.363,0.502,36.192,1.127,0.125,Desk Work
99.339,95.672,1.776,36.752,4.7,0.881,Walking
20.627,142.914,2.39,36.662,10.931,1.774,Cycling
67.189,140.49,3.513,37.249,14.541,1.362,Gym
89.846,105.863,1.649,36.431,6.546,0.676,Walking
3.435,72.373,0.465,36.495,1.564,0.14,Desk Work
53.017,181.846,3.422,36.922,12.496,1.474,Gym
77.481,149.188,5.341,36.469,15.154,3.816,Gym
17.202,129.965,2.43,36.483,9.135,1.148,Cycling
0.0,73.66,0.549,36.085,1.253,0.179,Desk Work
4.493,72.069,0.22,35.939,1.564,0.143,Desk Work
3.603,62.536,0.109,35.816,1.942,0.177,Desk Work
79.207,157.719,4.184,36.434,9.934,2.827,Gym
66.99,86.646,1.288,36.651,5.141,0.999,Walking
163.715,124.977,4.053,36.184,12.049,2.423,Running
158.523,151.314,3.58,36.565,10.596,2.167,Running
91.641,111.392,4.775,37.136,10.678,5.075,Gym
2.924,69.867,0.237,36.082,1.914,0.082,Desk Work
98.399,91.567,2.182,36.353,5.572,0.833,Walking
85.663,95.258,1.68,36.96,4.445,0.558,Walking
1.927,80.197,0.232,36.16,1.529,0.163,Desk Work
32.159,132.398,2.494,36.846,6.425,1.171,Cycling
0.0,47.37,0.186,36.143,1.39,0.035,Sleeping
21.633,138.478,1.662,36.991,10.589,1.665,Cycling
0.0,46.694,0.139,36.274,0.976,0.057,Sleeping
73.469,112.329,4.852,37.176,9.78,3.138,Gym
6.186,143.244,2.297,37.012,10.398,2.377,Cycling
92.876,87.624,1.022,36.309,5.906,1.02,Walking
0.0,83.09,0.314,36.202,1.459,0.171,Desk Work
19.059,120.2,2.538,36.762,7.367,1.157,Cycling
87.362,105.791,1.717,36.596,4.829,0.757,Walking
23.087,114.578,2.852,36.071,11.004,1.828,Cycling
15.973,139.976,2.465,36.277,6.398,1.787,Cycling
157.56,176.412,2.322,37.099,11.572,2.871,Running
21.678,116.582,1.898,36.87,8.62,1.547,Cycling
0.156,57.477,0.083,36.078,1.353,0.101,Sleeping
94.144,100.363,1.513,36.714,6.973,0.608,Walking
2.407,75.965,0.195,36.029,1.121,0.108,Desk Work
2.626,64.112,0.26,36.371,1.114,0.138,Desk Work
147.679,164.554,4.231,36.729,15.365,2.838,Running
0.515,48.574,0.083,36.174,0.963,0.015,Sleeping
6.798,106.769,1.64,36.428,8.65,1.143,Cycling
185.93,168.629,3.747,37.148,14.573,1.797,Running
0.0,54.583,0.145,36.186,1.359,0.074,Sleeping
2.728,71.497,0.438,35.815,1.762,0.135,Desk Work
4.043,69.999,0.36,36.082,1.284,0.172,Desk Work
29.685,118.105,3.141,36.308,8.395,1.752,Cycling
82.325,93.439,1.284,36.688,5.019,0.692,Walking
1.083,42.696,0.077,35.993,1.174,0.049,Sleeping
17.352,149.679,2.583,36.424,9.175,1.562,Cycling
65.896,153.305,3.658,37.544,10.31,4.17,Gym
1.389,72.644,0.26,35.893,1.512,0.183,Desk Work
3.605,68.057,0.375,36.163,0.871,0.22,Desk Work
2.326,58.334,0.205,36.446,1.201,0.053,Sleeping
0.0,48.643,0.107,35.828,1.231,0.033,Sleeping
0.0,56.021,0.107,36.215,0.908,0.056,Sleeping
122.318,100.594,2.043,36.602,6.776,1.043,Walking
0.768,81.489,0.088,36.083,1.736,0.138,Desk Work
78.254,163.645,3.034,37.081,17.792,5.529,Gym
0.0,58.505,0.1,35.86,0.934,0.069,Sleeping
95.951,96.958,1.039,36.311,4.207,0.477,Walking
11.763,113.793,3.032,36.839,9.405,2.27,Cycling
135.224,166.252,3.65,36.893,16.78,2.724,Running
102.33,89.834,1.359,36.221,4.514,0.675,Walking
168.147,165.488,3.299,36.803,13.142,2.44,Running
31.45,124.347,2.123,36.851,8.36,1.816,Cycling
2.106,63.042,0.141,35.91,1.283,0.064,Sleeping
0.0,52.225,0.071,36.24,0.984,0.033,Sleeping
0.0,55.721,0.125,36.068,1.307,0.029,Sleeping
137.994,153.601,4.519,36.571,10.086,2.629,Running
103.962,80.848,1.545,36.442,6.319,1.072,Walking
92.002,99.689,1.683,36.199,4.804,1.101,Walking
31.179,139.112,1.409,36.613,10.081,1.341,Cycling
5.15,77.75,0.194,36.352,1.672,0.128,Desk Work
3.149,60.716,0.306,35.925,1.348,0.116,Desk Work
31.706,143.469,1.743,36.203,6.412,1.707,Cycling
156.004,133.366,3.438,37.317,10.6,1.954,Running
113.052,172.769,3.276,37.452,15.385,3.825,Gym
4.0,69.701,0.301,36.069,0.784,0.18,Desk Work
0.144,65.388,0.136,35.582,1.103,0.045,Sleeping
0.0,80.889,0.314,36.314,1.648,0.141,Desk Work
3.905,68.997,0.328,36.479,1.178,0.282,Desk Work
112.173,98.132,1.218,36.369,4.54,1.038,Walking
82.734,123.857,4.509,36.581,18.313,3.891,Gym
78.912,141.779,4.901,36.79,17.881,2.739,Gym
0.0,79.097,0.391,35.956,1.576,0.067,Desk Work
2.582,70.315,0.264,36.47,1.974,0.21,Desk Work
125.631,158.174,3.67,36.772,10.294,2.326,Running
4.985,126.875,2.472,36.189,8.677,1.274,Cycling
86.277,96.367,1.651,35.988,6.383,0.54,Walking
25.76,162.145,2.313,36.541,8.845,1.246,Cycling
163.346,158.656,3.05,37.171,12.611,2.251,Running
36.379,105.176,2.455,36.234,12.075,1.209,Cycling
0.0,54.768,0.057,36.081,0.761,0.039,Sleeping
1.712,77.594,0.227,35.945,1.328,0.19,Desk Work
0.0,59.402,0.095,36.057,0.821,0.078,Sleeping
111.22,107.881,1.614,36.324,3.778,0.753,Walking
73.487,144.687,5.578,37.361,10.745,2.481,Gym
1.925,73.476,0.238,36.282,1.187,0.086,Desk Work
0.909,70.079,0.393,36.219,1.089,0.188,Desk Work
2.81,71.077,0.233,36.461,1.06,0.083,Desk Work
90.624,154.19,3.858,36.957,9.335,1.512,Gym
0.0,47.318,0.083,36.001,0.988,0.028,Sleeping
25.618,120.752,1.497,36.73,8.347,1.925,Cycling
30.364,124.353,1.922,36.546,7.92,1.948,Cycling
4.058,72.392,0.187,36.466,2.06,0.212,Desk Work
1.367,69.938,0.282,36.202,1.497,0.099,Desk Work
17.411,146.946,2.954,36.989,10.533,1.73,Cycling
82.008,94.512,2.234,36.503,5.376,0.892,Walking
1.4,80.869,0.444,36.486,1.537,0.173,Desk Work
0.0,65.794,0.138,36.11,1.158,0.065,Sleeping
91.348,98.229,1.337,36.475,4.547,1.064,Walking
95.556,96.707,1.515,36.418,3.021,0.862,Walking
168.864,111.041,3.398,37.081,11.06,2.589,Running
67.645,159.346,4.609,36.988,12.919,3.562,Gym
0.572,62.703,0.121,36.077,1.004,0.015,Sleeping
12.836,141.017,2.097,36.807,8.161,1.963,Cycling
0.976,55.364,0.09,36.058,0.807,0.041,Sleeping
104.303,95.316,1.808,36.388,5.074,0.898,Walking
29.543,133.745,2.5,36.771,10.542,1.405,Cycling
100.404,108.29,4.48,37.651,14.896,3.832,Gym
1.951,69.251,0.336,36.508,1.262,0.094,Desk Work
124.069,89.391,1.504,36.644,5.99,0.748,Walking
0.283,55.78,0.047,35.655,0.875,0.061,Sleeping
87.166,100.288,1.338,36.688,5.92,0.724,Walking
2.478,168.802,2.378,36.802,9.974,1.477,Cycling
137.847,142.112,3.827,36.614,9.909,2.336,Running
86.584,98.114,1.859,36.098,4.945,0.966,Walking
0.0,64.632,0.072,35.803,1.078,0.082,Sleeping
27.12,160.823,2.15,36.738,8.103,1.985,Cycling
0.0,46.569,0.076,36.198,1.112,0.018,Sleeping
0.388,57.61,0.083,36.136,0.706,0.048,Sleeping
5.597,75.351,0.29,35.792,1.132,0.171,Desk Work
0.0,66.205,0.153,35.93,1.076,0.057,Sleeping
2.392,74.623,0.394,36.39,1.251,0.204,Desk Work
1.57,60.287,0.291,36.55,1.391,0.23,Desk Work
24.847,142.051,2.935,36.528,9.465,2.141,Cycling
32.063,132.442,2.198,36.466,7.084,1.931,Cycling
0.0,50.979,0.124,36.386,1.026,0.019,Sleeping
152.058,136.762,4.718,35.886,10.827,2.874,Running
16.696,130.087,1.526,36.412,9.881,2.016,Cycling
172.206,137.564,3.617,36.477,12.228,2.097,Running
83.468,107.52,1.561,36.309,6.444,0.85,Walking
89.439,87.48,1.369,36.409,3.925,0.695,Walking
95.387,140.427,4.323,37.272,12.406,3.586,Gym
71.885,141.362,3.274,37.088,17.068,4.04,Gym
0.947,65.07,0.074,35.74,0.796,0.032,Sleeping
73.458,138.317,4.092,37.276,17.874,4.109,Gym
1.076,68.847,0.244,36.171,1.715,0.104,Desk Work
96.904,155.866,4.354,36.953,16.107,2.908,Gym
182.424,157.661,3.781,37.113,10.791,2.263,Running
4.711,71.255,0.229,36.012,1.79,0.108,Desk Work
76.446,139.551,2.981,36.956,17.753,1.849,Gym
1.009,69.744,0.303,36.002,1.306,0.124,Desk Work
109.42,131.055,3.565,37.854,16.082,2.509,Gym
72.962,87.693,1.064,36.181,3.45,1.062,Walking
3.897,71.497,0.277,36.468,1.538,0.066,Desk Work
0.0,56.462,0.089,36.048,1.097,0.069,Sleeping
0.0,55.558,0.129,36.133,1.086,0.022,Sleeping
70.965,120.791,4.079,37.748,14.512,2.477,Gym
101.196,148.72,4.22,37.058,15.09,3.797,Gym
0.0,47.132,0.066,36.041,0.942,0.072,Sleeping
1.097,49.623,0.162,36.205,0.679,0.047,Sleeping
19.117,121.314,2.811,36.621,9.019,1.428,Cycling
158.94,137.194,3.212,37.271,9.462,2.859,Running
102.163,84.92,1.407,36.889,5.039,0.568,Walking
24.449,118.678,2.582,37.385,8.062,1.841,Cycling
146.678,123.381,3.896,36.47,12.018,3.907,Running
80.78,86.664,1.931,36.391,5.389,0.82,Walking
76.835,116.156,1.382,36.246,4.898,0.442,Walking
90.283,95.193,1.816,36.293,2.338,1.075,Walking
146.208,144.292,3.613,36.615,12.655,1.714,Running
0.744,65.327,0.162,36.062,0.938,0.038,Sleeping
18.719,133.167,1.971,36.108,8.193,2.268,Cycling
30.488,115.419,2.137,36.608,9.284,1.982,Cycling
91.31,81.716,1.122,36.567,4.185,0.427,Walking
98.939,106.563,1.778,36.381,4.871,0.95,Walking
6.053,66.365,0.237,35.745,1.371,0.115,Desk Work
160.787,148.53,3.113,36.66,11.52,3.037,Running
190.526,146.578,3.517,36.859,6.968,1.648,Running
0.0,61.89,0.028,36.256,1.217,0.052,Sleeping
24.667,119.648,2.443,36.761,9.013,1.89,Cycling
0.0,43.432,0.059,36.37,1.1,0.04,Sleeping
30.862,135.424,2.034,36.901,8.511,2.319,Cycling
60.143,133.903,4.107,36.58,15.533,4.249,Gym
0.0,58.813,0.076,35.733,1.374,0.074,Sleeping
0.495,55.647,0.122,35.638,0.947,0.074,Sleeping
87.205,90.525,1.587,36.194,3.988,0.885,Walking
4.072,71.758,0.325,36.425,2.234,0.219,Desk Work
24.737,140.517,2.675,36.597,8.093,1.973,Cycling
2.235,69.052,0.429,36.284,1.533,0.181,Desk Work
89.427,83.282,1.984,36.477,3.917,0.9,Walking
20.254,123.741,2.817,37.058,9.784,1.873,Cycling
28.309,134.773,1.979,36.297,8.129,1.44,Cycling
83.087,121.749,4.427,36.673,16.997,3.441,Gym
67.247,141.248,5.577,37.211,14.08,2.957,Gym
92.724,137.921,4.164,37.05,11.285,3.978,Gym
0.0,64.625,0.174,36.277,0.94,0.061,Sleeping
100.977,120.858,5.944,36.966,15.607,1.638,Gym
157.161,140.678,3.064,37.169,11.664,3.491,Running
151.606,174.553,4.312,37.187,9.602,2.773,Running
101.779,74.178,1.416,36.65,5.164,1.049,Walking
184.167,152.885,4.308,36.787,14.767,2.226,Running
0.0,47.209,0.062,35.885,0.978,0.025,Sleeping
95.62,95.067,1.237,36.368,6.272,0.423,Walking
16.131,140.248,2.61,36.916,10.545,1.798,Cycling
122.274,140.742,5.089,36.633,12.785,3.805,Gym
49.829,147.694,3.649,36.691,15.244,2.798,Gym
1.343,59.762,0.083,36.282,1.143,0.075,Sleeping
59.763,132.939,3.868,36.793,14.889,3.368,Gym
0.0,61.506,0.12,36.063,1.318,0.045,Sleeping
22.64,109.945,2.469,37.12,8.231,2.438,Cycling
0.292,47.311,0.154,36.187,0.718,0.009,Sleeping
95.179,98.817,1.657,36.296,4.989,0.642,Walking
103.722,94.468,1.76,36.469,4.763,1.006,Walking
101.806,112.856,1.314,36.559,4.799,1.007,Walking
112.588,105.195,1.489,36.068,5.008,0.837,Walking
15.547,128.02,2.002,36.759,7.032,1.071,Cycling
161.373,161.489,3.531,37.131,13.505,2.987,Running
19.092,125.27,2.429,36.431,10.975,1.912,Cycling
2.766,60.521,0.11,35.817,0.841,0.02,Sleeping
89.712,171.684,4.99,37.121,13.651,2.558,Gym
0.788,53.729,0.072,35.915,1.021,0.032,Sleeping
9.253,129.006,2.251,36.796,10.56,1.254,Cycling
0.199,70.175,0.329,36.246,1.371,0.162,Desk Work
0.0,61.978,0.106,36.287,0.618,0.062,Sleeping
0.041,60.269,0.139,35.646,0.796,0.052,Sleeping
81.21,86.324,0.943,36.168,7.611,0.835,Walking
100.026,68.758,1.652,36.377,3.554,0.716,Walking
107.038,79.396,1.838,36.477,3.764,0.92,Walking
2.139,70.364,0.355,36.359,1.75,0.186,Desk Work
1.952,80.772,0.189,36.082,1.127,0.136,Desk Work
154.573,141.587,3.755,36.529,10.508,3.281,Running
0.0,73.081,0.281,36.429,1.217,0.207,Desk Work
161.014,149.143,3.02,36.998,13.638,3.212,Running
77.648,142.716,4.069,37.298,11.674,2.7,Gym
68.564,119.64,5.442,37.37,14.255,2.483,Gym
90.102,88.79,1.687,36.177,6.496,0.753,Walking
0.0,66.12,0.34,36.368,2.149,0.156,Desk Work
93.076,81.482,1.508,36.433,3.539,0.524,Walking
98.37,77.612,1.576,36.313,3.696,0.521,Walking
144.465,150.511,4.081,36.874,11.784,2.046,Running
0.098,47.279,0.194,36.099,0.932,0.03,Sleeping
2.723,69.718,0.33,36.153,1.359,0.275,Desk Work
17.055,121.192,2.184,36.329,9.361,1.749,Cycling
10.965,131.332,2.014,36.982,9.802,1.319,Cycling
0.147,59.332,0.085,36.127,0.934,0.045,Sleeping
0.323,49.811,0.143,36.011,0.782,0.036,Sleeping
4.824,74.335,0.337,36.232,1.56,0.174,Desk Work
1.811,58.206,0.07,36.383,0.958,0.065,Sleeping
0.0,63.247,0.312,36.286,1.511,0.175,Desk Work
1.752,69.32,0.265,36.162,1.855,0.139,Desk Work
4.624,71.673,0.167,36.438,1.922,0.133,Desk Work
101.16,150.696,2.504,37.441,13.757,2.973,Gym
1.472,55.714,0.181,36.554,1.733,0.194,Desk Work
0.0,55.56,0.0,35.874,0.968,0.045,Sleeping
21.053,129.293,1.185,36.733,10.38,1.154,Cycling
0.0,108.668,1.94,36.476,6.555,1.409,Cycling
1.145,53.175,0.349,36.375,1.228,0.086,Desk Work
90.435,97.29,1.67,36.179,4.542,0.866,Walking
0.0,68.872,0.062,35.883,1.191,0.074,Sleeping
79.801,92.804,1.085,36.704,5.925,0.954,Walking
84.882,105.775,1.618,36.295,5.015,0.674,Walking
78.103,161.78,5.226,36.755,15.435,4.132,Gym
6.935,149.749,2.093,36.373,8.51,2.215,Cycling
0.306,59.416,0.07,36.027,1.442,0.077,Sleeping
94.409,157.879,4.397,36.753,14.304,4.453,Gym
7.601,74.673,0.14,35.938,1.411,0.08,Desk Work
154.421,142.065,3.225,36.559,12.291,2.47,Running
0.0,49.462,0.082,35.858,0.5,0.081,Sleeping
86.946,92.047,1.318,36.256,5.12,0.807,Walking
8.4,67.308,0.191,36.499,1.031,0.241,Desk Work
87.453,85.13,1.326,36.629,5.137,0.935,Walking
34.438,136.184,2.645,36.649,10.46,2.049,Cycling
1.565,86.909,0.346,36.528,1.466,0.083,Desk Work
82.513,86.933,1.551,36.653,5.582,0.574,Walking
0.695,55.617,0.128,35.897,0.913,0.04,Sleeping
12.398,128.589,2.132,36.781,8.835,2.304,Cycling
2.669,64.671,0.209,35.988,1.875,0.178,Desk Work
105.508,115.598,1.891,36.166,4.986,0.766,Walking
86.43,85.242,1.61,36.564,5.465,0.599,Walking
83.982,162.206,4.425,37.119,16.555,3.712,Gym
182.139,100.274,3.998,36.838,13.5,2.041,Running
93.353,105.163,1.536,36.754,6.266,0.859,Walking
0.0,59.16,0.143,36.017,1.162,0.063,Sleeping
87.231,84.797,1.747,36.131,4.94,0.635,Walking
5.317,75.585,0.306,36.377,1.239,0.25,Desk Work
1.319,54.99,0.096,35.965,0.972,0.019,Sleeping
25.567,124.556,2.164,36.569,11.979,1.451,Cycling
96.642,86.83,1.274,36.207,6.087,1.229,Walking
67.177,136.375,4.721,36.81,12.642,4.677,Gym
0.0,66.57,0.157,36.031,0.851,0.041,Sleeping
1.96,76.763,0.118,36.44,1.212,0.17,Desk Work
0.0,73.776,0.357,35.944,1.574,0.218,Desk Work
18.621,137.63,2.091,36.801,10.586,1.671,Cycling
85.572,87.876,1.32,36.498,4.743,1.167,Walking
3.103,76.73,0.241,35.999,1.96,0.197,Desk Work
51.716,164.805,3.596,36.991,18.326,4.35,Gym
0.565,50.849,0.009,35.96,1.004,0.024,Sleeping
29.87,149.078,2.339,36.362,10.562,1.685,Cycling
14.279,122.925,2.176,36.579,7.47,1.509,Cycling
48.029,147.452,6.025,37.006,15.305,1.336,Gym
0.899,49.401,0.14,36.08,1.444,0.051,Sleeping
1.648,56.541,0.109,36.074,0.817,0.047,Sleeping
90.649,99.949,1.734,36.158,6.53,1.16,Walking
91.047,100.059,1.124,36.446,3.888,0.756,Walking
71.603,143.444,4.988,37.793,13.795,2.807,Gym
166.216,170.026,3.401,36.418,12.96,2.405,Running
116.375,77.934,1.221,36.743,4.337,0.733,Walking
171.263,146.428,3.706,36.82,12.359,2.889,Running
4.34,64.291,0.17,36.318,0.93,0.108,Desk Work
85.619,95.913,1.492,36.488,3.37,0.655,Walking
0.0,49.605,0.127,36.315,1.194,0.05,Sleeping
4.03,73.093,0.475,36.079,1.668,0.263,Desk Work
106.19,103.41,4.739,36.701,14.728,4.214,Gym
3.336,64.571,0.288,36.1,1.892,0.225,Desk Work
36.335,138.423,3.952,36.681,11.442,2.976,Gym
0.0,55.06,0.166,35.935,0.732,0.022,Sleeping
99.178,98.671,1.765,36.613,5.134,0.749,Walking
158.237,165.051,4.054,36.663,15.452,2.855,Running
0.0,54.864,0.109,35.861,1.093,0.069,Sleeping
0.0,55.873,0.13,36.21,1.223,0.107,Sleeping
4.63,68.223,0.339,36.318,0.714,0.18,Desk Work
1.822,85.833,0.208,36.408,1.776,0.171,Desk Work
0.0,50.825,0.095,35.978,0.508,0.029,Sleeping
154.966,162.418,4.987,36.575,12.157,3.04,Running
112.484,160.966,4.6,37.143,20.739,3.681,Gym
161.081,162.362,3.918,37.611,10.337,3.344,Running
0.188,55.016,0.062,35.973,0.903,0.076,Sleeping
44.403,155.179,4.909,37.496,19.427,4.3,Gym
83.657,96.487,1.299,36.012,4.553,0.763,Walking
2.567,61.801,0.32,36.148,1.885,0.137,Desk Work
96.398,94.171,1.139,36.121,5.476,0.935,Walking
70.949,141.912,6.497,37.387,21.504,4.566,Gym
70.526,151.999,2.927,37.315,14.887,3.811,Gym
155.072,178.824,3.965,37.032,14.372,2.988,Running
0.82,64.699,0.411,36.303,1.592,0.096,Desk Work
0.156,53.492,0.088,36.148,1.059,0.023,Sleeping
92.974,104.862,1.205,36.729,4.711,0.692,Walking
99.039,100.617,1.551,36.048,3.128,0.768,Walking
97.666,73.729,1.932,36.281,4.891,0.83,Walking
0.0,49.64,0.04,35.71,1.438,0.047,Sleeping
2.676,80.595,0.333,36.437,0.806,0.15,Desk Work
1.104,73.166,0.407,36.294,1.844,0.089,Desk Work
91.193,169.024,5.239,37.168,14.008,3.09,Gym
1.048,64.104,0.474,36.054,1.122,0.223,Desk Work
142.062,148.469,3.83,36.198,11.799,2.265,Running
71.453,176.337,5.216,36.231,13.823,2.425,Gym
26.137,128.634,2.196,36.799,9.04,2.119,Cycling
91.348,93.88,1.611,36.231,5.843,0.906,Walking
111.083,123.575,2.247,36.769,5.221,0.492,Walking
93.945,88.865,1.101,36.393,6.15,0.323,Walking
3.669,65.044,0.241,36.066,1.727,0.131,Desk Work
0.013,67.764,0.282,35.863,2.041,0.166,Desk Work
0.0,65.686,0.255,36.081,1.78,0.248,Desk Work
100.008,108.043,1.742,36.486,5.936,0.767,Walking
79.002,161.105,3.711,37.481,12.755,4.042,Gym
0.0,83.962,0.159,36.167,1.479,0.24,Desk Work
156.22,142.504,3.492,36.859,9.441,2.391,Running
1.309,51.225,0.088,35.508,0.75,0.072,Sleeping
0.366,49.564,0.157,35.968,1.459,0.059,Sleeping
0.0,45.267,0.089,36.101,1.054,0.017,Sleeping
88.654,133.672,4.107,36.275,15.908,1.987,Gym
71.113,142.602,3.718,36.429,21.131,2.891,Gym
95.842,94.177,1.005,35.803,5.671,0.692,Walking
2.179,72.863,0.344,36.357,1.986,0.108,Desk Work
91.204,103.686,1.522,36.388,5.194,0.666,Walking
5.279,80.763,0.365,36.039,1.546,0.158,Desk Work
1.883,59.487,0.119,36.097,1.082,0.022,Sleeping
92.364,90.543,0.946,36.846,5.071,1.156,Walking
89.704,93.281,1.68,36.246,4.394,0.891,Walking
77.22,105.156,5.481,36.601,14.326,3.461,Gym
0.151,84.333,0.419,36.304,1.211,0.166,Desk Work
11.187,117.642,2.161,36.108,6.801,1.821,Cycling
0.0,53.313,0.095,36.01,1.138,0.022,Sleeping
109.784,94.581,1.14,36.337,6.215,0.999,Walking
0.0,53.105,0.097,36.231,1.344,0.015,Sleeping
0.0,48.143,0.067,35.579,1.103,0.058,Sleeping
101.371,178.026,4.473,36.009,12.631,3.539,Gym
0.0,79.698,0.332,36.297,1.287,0.273,Desk Work
117.457,159.652,4.995,37.076,19.263,3.593,Gym
86.332,105.424,1.451,36.135,4.445,0.913,Walking
98.038,95.253,2.007,36.617,5.847,0.867,Walking
0.619,60.288,0.295,36.005,1.774,0.165,Desk Work
49.229,164.134,4.272,36.314,11.499,4.043,Gym
20.398,162.734,2.573,36.62,10.087,1.448,Cycling
36.352,132.489,2.045,36.399,11.492,1.821,Cycling
173.177,145.79,3.202,36.945,13.232,2.689,Running
25.292,128.76,1.994,36.58,11.658,1.687,Cycling
24.143,125.51,2.581,36.536,8.322,1.903,Cycling
166.809,157.705,3.534,36.672,10.674,2.621,Running
93.941,106.226,1.559,36.62,6.388,0.495,Walking
21.436,149.5,1.668,36.571,8.39,2.083,Cycling
1.95,85.169,0.288,36.356,1.793,0.137,Desk Work
63.188,152.501,5.081,36.311,9.802,2.804,Gym
3.044,87.541,0.117,36.244,1.435,0.092,Desk Work
0.003,55.439,0.099,35.859,0.795,0.08,Sleeping
0.261,44.856,0.152,35.982,1.039,0.058,Sleeping
0.0,59.076,0.179,35.923,1.177,0.042,Sleeping
0.0,56.119,0.133,35.57,1.282,0.072,Sleeping
170.716,154.84,4.144,37.005,9.357,2.655,Running
0.057,74.277,0.101,36.343,1.62,0.192,Desk Work
100.13,84.496,1.27,36.542,3.969,0.901,Walking
2.717,73.62,0.194,36.213,1.793,0.193,Desk Work
0.0,47.787,0.1,36.041,1.074,0.04,Sleeping
0.0,74.602,0.256,36.311,1.638,0.171,Desk Work
17.237,132.102,2.828,36.486,9.638,2.115,Cycling
0.0,70.055,0.376,36.359,1.398,0.252,Desk Work
0.0,60.128,0.135,36.366,1.266,0.044,Sleeping
108.995,94.342,1.641,36.27,5.04,0.463,Walking
4.042,65.869,0.357,36.352,2.1,0.174,Desk Work
0.0,46.177,0.2,35.9,1.2,0.027,Sleeping
157.712,179.253,3.604,36.644,10.611,2.472,Running
4.184,85.635,0.334,36.014,0.97,0.086,Desk Work
70.903,155.18,4.421,36.723,16.777,2.76,Gym
1.731,61.314,0.335,36.005,1.368,0.107,Desk Work
17.388,144.29,2.491,36.459,9.658,2.052,Cycling
98.916,93.12,1.987,36.638,5.97,0.541,Walking
107.738,93.219,1.861,36.259,5.687,0.663,Walking
1.215,43.86,0.12,36.407,1.046,0.066,Sleeping
91.171,102.426,1.406,36.698,3.539,0.912,Walking
1.09,65.307,0.248,35.964,0.747,0.077,Sleeping
184.243,159.34,4.482,36.584,14.039,1.766,Running
2.249,67.04,0.274,36.344,1.682,0.172,Desk Work
81.512,81.81,1.331,36.697,4.381,0.785,Walking
0.86,66.213,0.168,35.927,0.881,0.07,Sleeping
102.582,85.332,0.895,36.391,5.36,0.888,Walking
0.0,72.504,0.405,36.316,1.553,0.074,Desk Work
20.647,128.329,1.52,36.582,8.296,1.573,Cycling
1.544,57.131,0.16,35.949,1.456,0.028,Sleeping
0.789,55.771,0.049,36.039,1.173,0.06,Sleeping
138.309,154.819,4.002,35.925,13.61,2.89,Running
11.126,146.216,2.043,36.836,8.052,1.596,Cycling
0.884,59.453,0.221,35.985,1.479,0.086,Desk Work
84.818,86.757,1.416,36.352,4.576,0.6,Walking
98.421,92.356,1.675,36.536,4.803,0.895,Walking
0.0,56.034,0.141,35.916,0.935,0.039,Sleeping
109.514,85.661,1.582,36.416,4.772,0.58,Walking
10.914,150.129,3.426,36.244,8.118,2.081,Cycling
70.51,95.497,1.267,36.198,4.236,0.593,Walking
167.305,147.813,3.925,36.88,11.771,2.87,Running
20.769,122.468,2.24,36.25,7.227,2.253,Cycling
96.392,162.724,3.502,37.136,11.42,3.207,Gym
98.75,94.202,1.95,36.394,5.94,0.781,Walking
68.568,93.113,1.501,36.616,4.807,0.984,Walking
74.187,119.267,1.722,36.169,3.558,0.985,Walking
2.272,63.688,0.344,36.354,1.218,0.157,Desk Work
97.051,96.748,1.731,36.081,4.047,0.63,Walking
150.404,137.898,3.738,37.06,14.165,2.137,Running
68.763,85.948,2.072,36.329,4.508,0.848,Walking
5.794,66.366,0.517,36.094,1.599,0.112,Desk Work
0.462,56.45,0.114,35.798,0.82,0.066,Sleeping
78.038,97.931,0.794,36.697,3.315,0.704,Walking
79.13,129.965,4.371,37.16,15.722,3.758,Gym
118.456,73.828,1.872,36.709,5.391,0.819,Walking
179.501,135.845,3.778,36.486,6.277,2.852,Running
0.0,74.831,0.265,36.343,1.864,0.119,Desk Work
95.58,159.191,4.881,36.714,10.303,1.97,Gym
141.225,166.034,3.448,36.499,14.132,2.166,Running
157.62,155.172,3.674,36.817,8.642,2.635,Running
0.0,49.43,0.07,35.875,1.244,0.067,Sleeping
88.495,93.001,1.541,36.45,4.828,0.313,Walking
15.924,141.451,2.085,36.913,7.776,1.705,Cycling
87.501,120.104,4.632,36.875,17.526,3.594,Gym
86.942,153.686,3.564,36.577,13.868,2.483,Gym
172.054,122.297,2.628,36.845,15.684,2.69,Running
155.37,145.159,3.175,37.149,10.676,3.22,Running
105.652,99.247,1.455,36.388,4.417,0.815,Walking
67.439,122.707,4.44,37.117,11.303,3.352,Gym
0.336,70.612,0.174,36.062,0.895,0.058,Sleeping
108.466,86.847,1.331,36.525,2.231,0.617,Walking
25.983,139.568,2.024,36.589,9.36,1.08,Cycling
6.042,76.775,0.323,36.237,1.704,0.132,Desk Work
4.639,82.202,0.303,36.484,1.241,0.096,Desk Work
96.413,136.538,4.681,37.177,15.852,2.973,Gym
