x_coord,y_coord,defect_density,particle_size_um,electrical_fail_rate,distance_from_center,true_pattern
-0.133,0.031,0.3,0.5409530669538126,0.13066383689480568,0.136,Random
0.057,0.014,0.5269914762493865,2.844099013603962,0.5109020057662637,0.058,Scratch
0.625,0.074,0.13400324774150765,0.4148398075853608,0.029023733553265915,0.63,Random
0.471,0.506,0.6338342337539619,1.3357534725323106,0.6285573623650048,0.691,Local Cluster
-0.274,0.492,0.03478142586804015,0.4278042251313662,0.11724904998411045,0.564,Random
0.108,-0.262,0.14215687253698495,0.4553606863896531,0.015435587986765753,0.284,Random
0.409,-0.839,0.7872279465288948,0.919703876135213,0.84315298323757,0.933,Edge Ring
0.409,0.46,0.6673627652339725,1.6528158995527447,0.583776926934922,0.616,Local Cluster
0.169,0.785,0.06727355705961797,0.38516327713440607,0.02384045236879275,0.803,Random
0.56,0.534,0.7650615872162677,0.581070374339695,0.6438771929001655,0.774,Local Cluster
0.307,-0.373,0.66101037755928,0.8819844081242613,0.40741401290227164,0.483,Donut
0.605,0.674,0.5808508173283542,1.1455549158576992,0.5020360214561037,0.906,Local Cluster
-0.134,0.038,0.032431568903782855,0.6159785954130063,0.04503815686197125,0.139,Random
-0.384,0.16,0.5863114877420152,0.9996119008165026,0.3755415521235252,0.416,Donut
0.126,-0.58,0.5617621705070467,0.888857099059287,0.44186504010600774,0.593,Donut
0.597,0.392,0.6900727515188592,0.9115009418484367,0.47166168687484067,0.714,Local Cluster
0.909,-0.273,0.7436469654807152,0.8168687636636397,0.5795852289118103,0.949,Edge Ring
-0.014,-0.555,0.015398611278580677,0.580680423755451,0.15660023296234535,0.555,Random
-0.585,0.81,0.742728628808577,0.9537104120206006,0.5692355731239678,0.999,Edge Ring
0.21,-0.743,0.0035622969880221567,0.5401721680407292,0.03854059157896701,0.772,Random
0.436,0.222,0.5918597236873665,1.284152319886312,0.4038778900025365,0.489,Donut
0.503,0.568,0.5316914946997777,1.421614307515065,0.5073658248983908,0.759,Local Cluster
-0.433,-0.193,0.7242350256874658,1.4715706114051699,0.3350083244474603,0.474,Donut
0.963,-0.002,0.008677527561492229,0.6740246837391174,0.04855526187499123,0.963,Random
0.872,-0.166,0.04499020653905829,0.5576002460524176,0.03942109488492722,0.888,Random
0.793,0.2,0.9,2.6184340053402635,0.6514894826764153,0.817,Scratch
0.233,0.643,0.3,0.10453147223455067,0.06767729720290037,0.684,Random
0.698,0.622,0.5893933557908576,1.3704825725896674,0.47217478874456875,0.935,Local Cluster
0.099,0.021,0.1367766639234745,0.5447579613209304,0.10172966563769673,0.101,Random
0.486,-0.725,0.47287360606368867,0.4612640173282469,0.5265183867234869,0.873,Edge Ring
0.197,0.076,0.052264835408432485,0.850788644085265,0.004095904752027444,0.211,Random
-0.513,-0.232,0.011467167469450897,0.6014942520403421,0.03999165359862105,0.563,Random
0.497,0.43,0.6212352676168326,1.2428359494073753,0.48182282348476896,0.658,Local Cluster
0.663,0.115,0.5395615057858271,1.2431217002892925,0.3594130956263876,0.673,Donut
-0.395,0.815,0.7408855822819049,0.6199924793426577,0.5043468505734391,0.906,Edge Ring
0.909,0.286,0.9034209004196445,1.0205695098200835,0.6893150328878919,0.953,Edge Ring
-0.114,0.242,0.008036493410353462,0.43173736138702584,0.020884015040176895,0.268,Random
-0.371,-0.311,0.0200966163491638,0.28223954250984146,0.03913225474951944,0.484,Random
-0.091,-0.534,0.5692885089937942,0.7636915926961135,0.49434306512540216,0.542,Donut
0.036,0.134,0.009800662224684826,0.5452503113857256,0.13005588647509944,0.139,Random
0.617,0.698,0.6373620864212207,1.5799197899579056,0.5915852425227978,0.931,Local Cluster
0.479,0.549,0.7995438929134356,1.9620970114048149,0.6248761300121828,0.728,Local Cluster
0.842,0.585,0.6491494349234059,1.3387370235710065,0.5523814448582568,1.026,Local Cluster
0.521,0.562,0.787938041259275,0.9937077812288436,0.4707442031434875,0.767,Local Cluster
-0.374,0.472,0.4767171120248156,1.5082625720271987,0.33900764846242093,0.602,Donut
-0.516,-0.468,0.010591795495820556,0.6623110272188587,0.114769524154362,0.697,Random
0.4,0.044,0.1802444161669342,0.47830435064124666,0.05995840208010003,0.403,Random
0.135,-0.513,0.3,1.09555550565436,0.5134061323560972,0.53,Donut
-0.309,-0.121,0.6484610301949171,2.5844199904276026,0.5374067740513915,0.332,Scratch
0.805,0.49,0.8508866414410403,1.0161364128466301,0.5930370645762306,0.942,Edge Ring
0.071,0.055,0.12611162911588092,0.4575772842272452,0.007150286856195865,0.09,Random
0.056,0.403,0.1961333748165635,0.59506958644713,0.03626851611378081,0.407,Random
0.321,0.103,0.7233183744072632,1.8875027684532941,0.4839852506474062,0.337,Scratch
0.225,0.464,0.5041152540375337,1.1198975996063072,0.48403925892146127,0.516,Donut
0.034,0.058,0.08555107070819949,0.5238957447804211,0.10853463221350922,0.067,Random
0.699,0.586,0.46032693698640886,1.2744594535481073,0.5060495424176211,0.912,Local Cluster
-0.587,0.63,0.8633098032870697,0.7933468725760224,0.6599065505096704,0.861,Edge Ring
-0.869,0.362,0.7620484679414101,0.8094668710033647,0.6912239147490705,0.941,Edge Ring
-0.496,-0.793,0.047771388420962,0.5849139099278833,0.034096249073758196,0.935,Random
0.076,-0.208,0.09824598488817449,0.48669333473529275,0.03749098800213722,0.221,Random
0.62,0.248,0.026234929342973924,0.6592553676791246,0.021967414911331105,0.668,Random
-0.837,-0.207,0.821756170537749,0.7629768043083746,0.6834092181602248,0.863,Edge Ring
0.031,-0.084,0.008859179600225047,0.3359369064735447,0.042682709510208625,0.09,Random
-0.511,0.327,0.2689107338131568,0.3361755000965639,0.10664246685325639,0.607,Random
-0.01,0.085,0.7770018816564549,1.3013597831321948,0.6620249122807237,0.085,Center Spot
-0.91,-0.33,0.830344640403833,1.004243564411559,0.6062950748834403,0.968,Edge Ring
0.412,-0.044,0.6552329400398824,0.8189799001504493,0.3029130933085974,0.414,Donut
0.519,0.518,0.7322002680762694,1.4605463568668486,0.5415416420253962,0.733,Local Cluster
0.154,0.43,0.35832709673821717,1.53426459285726,0.5377867540449413,0.457,Donut
-0.046,-0.4,0.5028904816762789,1.114781021542628,0.26865571617843065,0.402,Donut
-0.151,0.824,0.05150631856354727,0.4352758180458793,0.07589589451985408,0.838,Random
-0.04,-0.051,0.7320803673135978,1.5819816726896734,0.6972252347574619,0.064,Center Spot
0.525,0.537,0.767328541833264,1.5800318841775398,0.651813699954617,0.751,Local Cluster
0.3,0.405,0.8110408261648081,1.2350964730582177,0.5451975395366051,0.504,Local Cluster
0.516,0.778,0.47402032273946676,1.4837220886756395,0.714878302139861,0.933,Local Cluster
0.748,0.548,0.739548789181959,0.7316338687212203,0.6580034284326866,0.927,Edge Ring
-0.073,0.05,0.7866308371592118,1.3160016266687902,0.7540397094310249,0.089,Center Spot
-0.025,0.075,0.02025158111766297,0.5441989442903233,0.0597544475568351,0.079,Random
0.387,0.753,0.7171963393876758,0.6342688502232399,0.6858951791353445,0.847,Local Cluster
0.504,0.37,0.6616860341192573,0.9775629563941141,0.5322766159507271,0.625,Local Cluster
-0.352,0.252,0.631823117470859,0.9073116349461057,0.479366457451584,0.433,Donut
0.247,-0.88,0.17167632335485303,0.5433042932112137,0.1128054667579978,0.914,Random
0.629,-0.032,0.3,0.99521436723562,0.28796053099565827,0.63,Donut
-0.135,0.043,0.0058165711357114685,0.6494618689200347,0.11488861592472684,0.141,Random
0.594,0.51,0.6704727814070709,1.3494909184523327,0.4859274717161528,0.783,Local Cluster
0.569,0.485,0.5567301862740042,1.4451243154968643,0.49606215581479945,0.747,Local Cluster
0.326,-0.101,0.08662463758066165,0.6144428619363108,0.04607345645109416,0.341,Random
-0.514,-0.559,0.04772479037572689,0.7302488102725193,0.014186278698055312,0.759,Random
0.564,0.774,0.7454227465403681,1.6337778142712258,0.4546140372447369,0.957,Local Cluster
0.449,0.147,0.012460338927543448,0.5559593018520096,0.030566426698563756,0.472,Random
0.109,-0.287,0.03262569116009418,0.5088556490327455,0.00041249540795455607,0.307,Random
0.598,0.72,0.4683243493001678,1.3732283306536592,0.5314946483251772,0.936,Local Cluster
0.69,0.604,0.6193359363508203,1.2120801184198986,0.6531903578404676,0.917,Local Cluster
-0.194,-0.03,0.4852496134136821,2.3623347705576654,0.704826127241287,0.197,Scratch
0.543,0.442,0.49113702640649015,1.4158063786765716,0.5425332025618438,0.7,Local Cluster
-0.353,-0.775,0.014287194888013801,0.26560730708841296,0.03863021504559825,0.851,Random
0.625,0.435,0.6326414654021532,1.198828828861513,0.47175072520674516,0.762,Local Cluster
0.001,-0.067,0.05544102108376774,0.40776958045388323,0.0367573144510413,0.067,Random
0.022,0.253,0.09075910445496996,0.44986791777719026,0.04689972806364236,0.254,Random
0.07,-0.028,0.9053792904372014,1.0432197354263277,0.8021610482580023,0.075,Center Spot
-0.408,0.387,0.09818690285167185,0.2931764243248173,0.034492092727767654,0.563,Random
0.65,0.634,0.618979604576499,1.2236886931809967,0.6257174083119046,0.908,Local Cluster
-0.03,-0.171,0.15411608667066692,0.5361952786669089,0.023781752874555577,0.174,Random
0.008,0.023,0.8398733379250628,2.051225242470976,0.5472866765007007,0.024,Center Spot
0.534,0.668,0.4855815260740642,0.8866189820978208,0.5639154937921964,0.855,Local Cluster
0.466,-0.671,0.1273057434357336,0.44739382440221387,0.012263219682421748,0.817,Random
-0.863,0.28,0.9170071129947925,0.8577629580536622,0.66393349479629,0.908,Edge Ring
-0.504,0.171,0.06743690032774186,0.3628338181032492,0.2,0.532,Random
-0.276,-0.415,0.6381905888722247,1.3709524961743937,0.32758830904107394,0.498,Donut
0.537,0.379,0.6403534467849075,0.6792710903752566,0.5820391083440124,0.658,Local Cluster
-0.465,0.318,0.03637169855698828,0.2783361207051116,0.013743799312946113,0.564,Random
-0.108,0.8,0.0887119429890976,0.7833543996953378,0.03497832386816823,0.807,Random
0.358,-0.447,0.09827473834478719,0.487094319437729,0.0006734827962488119,0.572,Random
-0.015,0.0,0.8047015925412782,1.7697349005095244,0.7121325866867266,0.015,Center Spot
0.023,-0.035,0.17415187219947026,0.3295164219143853,0.2,0.042,Random
-0.361,-0.021,0.28493037072238125,0.4210147293580351,0.012360186299646919,0.362,Random
0.422,-0.297,0.4146110628299359,0.9000091524667604,0.3622923320307181,0.516,Donut
0.054,-0.944,0.7559589399535971,0.9222223132351537,0.6360114035139752,0.946,Edge Ring
-0.15,0.878,0.6467683709596106,1.0796880103665598,0.4517779763507734,0.891,Edge Ring
-0.715,0.637,0.7132736796157162,0.7044539132757852,0.5917836011006868,0.957,Edge Ring
0.876,0.805,0.7557332657695626,1.132569995145633,0.6328735367328427,1.19,Local Cluster
-0.004,-0.008,0.6953242238298167,0.9883500402461193,0.5875620358169734,0.009,Center Spot
0.437,0.764,0.5715539868938834,0.8962760365440448,0.5581147428994729,0.881,Local Cluster
-0.234,-0.011,0.8697523172094475,1.9605606510520723,0.685304037812664,0.234,Center Spot
0.077,-0.097,0.09971432814042624,0.6607599919152194,0.07778271366652321,0.124,Random
0.451,-0.826,0.018621575640200668,0.2432677289842063,0.00867593965460507,0.941,Random
0.508,0.768,0.2615633592832897,0.5965405224510363,0.0052786537243721,0.921,Random
0.545,-0.102,0.5404700652882107,0.7578175393029984,0.5225610711124928,0.555,Donut
0.047,-0.724,0.04666670349100777,0.6180056197286119,0.005008821328773498,0.725,Random
-0.319,0.241,0.00034851755776647093,0.661762763569843,0.14120364814771533,0.4,Random
0.489,0.538,0.7325345372064,1.9495533618870415,0.5524933980647366,0.727,Local Cluster
-0.07,0.107,0.16576001995567555,0.6996994959474883,0.01575213318544141,0.128,Random
0.827,0.438,0.14642514432420176,0.22966318822840542,0.030998357543265083,0.936,Random
0.101,-0.162,0.04874453943160362,0.5957462805316918,0.010036971656498181,0.191,Random
0.661,0.767,0.665594315557233,1.2940092019798695,0.5994874370083982,1.013,Local Cluster
-0.905,-0.268,0.6754478906206264,0.706260947984472,0.566021557889399,0.944,Edge Ring
0.221,-0.479,0.046892597134300606,0.48634922214531895,0.09979117762460266,0.528,Random
0.418,0.088,0.5488565289831256,2.0644240030245067,0.4320723152961202,0.427,Scratch
-0.872,-0.328,0.10800008963596563,0.5048255622259193,0.11842399887488818,0.932,Random
-0.047,0.35,0.006581932073699935,0.41491712526588725,0.01884861323997274,0.353,Random
0.479,-0.074,0.13002283246075794,0.5002968855220351,0.03390951199070862,0.485,Random
0.195,0.415,0.01891163117607905,0.3658105860374352,0.0611909627358204,0.459,Random
0.752,0.576,0.7101870484476025,0.7241928037921948,0.6952201145372261,0.948,Edge Ring
0.466,0.405,0.6761530712773932,0.859589870732242,0.5665299716608643,0.617,Local Cluster
0.741,0.219,0.5779212680301365,1.0,0.565235802921161,0.773,Scratch
0.595,0.077,0.1386370009434662,0.7490875667382575,0.025883958640369898,0.6,Random
-0.192,0.095,0.8897412066118638,1.8785935385823698,0.7364955201459513,0.215,Center Spot
0.643,0.609,0.3951468503895892,0.8564025547448672,0.6388198833003165,0.886,Local Cluster
0.291,0.592,0.08444288707230888,0.4149061723068682,0.013299054674973457,0.66,Random
0.515,0.413,0.5642531390186641,1.0606872222775277,0.5515986574145668,0.66,Local Cluster
0.847,-0.171,0.6668109000770095,0.7051488488975097,0.5862716316433992,0.864,Edge Ring
0.746,0.53,0.5681174039581044,1.4134931130575912,0.5713072649381994,0.915,Local Cluster
-0.075,0.16,0.7669404922287604,1.3859914055673916,0.775457535955072,0.177,Center Spot
-0.559,-0.681,0.6740971777292318,0.6982258826650255,0.5772200857204002,0.881,Edge Ring
0.03,0.024,0.8575613329356501,0.7651703769887424,0.7889725461524145,0.039,Center Spot
-0.146,-0.2,0.7215489001091666,1.0509603657125968,0.7214836873991205,0.247,Center Spot
0.126,-0.989,0.6376363577620072,0.5188022575191085,0.5266219829162141,0.997,Edge Ring
-0.04,-0.133,0.8753717821442045,1.9466839962105393,0.6116711297542031,0.139,Center Spot
0.682,0.13,0.4300905630744577,1.7138902109205914,0.6029532759239081,0.694,Scratch
0.589,0.717,0.6942504914773254,1.7243457421091501,0.5446135124907031,0.928,Local Cluster
-0.945,-0.324,0.7613486885657482,0.9723837522311622,0.7269767733684245,0.999,Edge Ring
-0.022,-0.488,0.5087742186513955,0.8341033877525432,0.48226152997919947,0.488,Donut
0.359,-0.263,0.12637654703464113,0.4643197360194952,0.02024987287253816,0.445,Random
0.775,0.56,0.6699430780379572,1.230280735199927,0.6547824148139917,0.956,Local Cluster
0.046,-0.409,0.07930718186610392,0.3763375271529441,0.00308418493249584,0.412,Random
0.462,0.519,0.6100223802865715,1.042778641023888,0.6257885397205911,0.695,Local Cluster
0.904,0.164,0.7957056856279838,1.0366632961105104,0.534707150071053,0.919,Edge Ring
-0.539,-0.243,0.6567178949088417,1.9584685786150366,0.6953146974495998,0.591,Scratch
0.633,0.38,0.43995946323863544,1.4974186137616072,0.786450639126641,0.738,Local Cluster
0.552,0.668,0.4913734285510587,1.3854889494056544,0.6174167957795538,0.866,Local Cluster
0.16,0.88,0.7640816822005717,1.0916392677277031,0.5813121067391694,0.894,Edge Ring
-0.579,0.778,0.2265977256574453,0.5494536485123449,0.02413201950431348,0.97,Random
-0.679,0.644,0.22128946963285903,0.3979535104914199,0.04587730930410938,0.936,Random
-0.354,-0.444,0.044553187709921664,0.512742247495487,0.002335183911978538,0.568,Random
0.429,0.482,0.8699467985602758,1.5698756389715143,0.47936280891470945,0.645,Local Cluster
0.775,-0.006,0.058609656807165005,0.6058186470123108,0.01114855530861293,0.775,Random
0.137,0.062,0.7945751130793416,1.9567995961389968,0.4760358532133372,0.15,Center Spot
0.16,-0.859,0.01964047707345268,0.4188203930753767,0.015431085121634658,0.874,Random
0.423,0.771,0.7012278419006103,1.1216343873200736,0.7114705077171315,0.879,Edge Ring
0.531,-0.076,0.3,0.3368014882762125,0.04108736043008951,0.537,Random
0.621,0.476,0.804449335952226,0.9818787536421791,0.4145482243718944,0.782,Local Cluster
0.094,0.174,0.6742496669634876,1.6310733608578294,0.4,0.198,Center Spot
0.085,0.021,0.0564602873942685,0.5727382230976737,0.02149817224416876,0.088,Random
0.224,0.083,0.8830273913182448,1.0991519221768247,0.5396753863833864,0.239,Center Spot
-0.398,0.111,0.5425137020835327,0.3,0.29291044780764053,0.413,Donut
0.563,-0.324,0.4016814254055998,1.410550374569287,0.5357356469806762,0.65,Donut
0.391,0.641,0.8769188656864075,1.4088419865283568,0.5529225972522341,0.751,Local Cluster
0.506,0.026,0.482166037440349,1.2383742800723598,0.6143786489944907,0.507,Donut
-0.048,0.438,0.049807803518977074,0.3194594025416895,0.010222033597084816,0.44,Random
0.379,0.882,0.9255029523386045,0.7536751865334527,0.6757193111545329,0.96,Edge Ring
-0.022,0.198,0.7036008050595512,1.3630443937276828,0.7143689604573156,0.2,Center Spot
-0.722,-0.412,0.0429078357469412,0.504104174995216,0.013220913672527099,0.832,Random
0.18,-0.055,0.6594793794517424,0.7746648217281491,0.636973194553977,0.188,Center Spot
0.186,0.41,0.011675040336146641,0.6322588029211511,0.02918338579835046,0.45,Random
0.643,0.197,0.6949795887634955,2.3161479168660755,0.48283600112905684,0.673,Scratch
0.247,-0.296,0.030979294217590107,0.5107931971967115,0.0060707769146093205,0.386,Random
0.444,0.398,0.39137079653092927,1.2864703098791728,0.458091760576483,0.597,Local Cluster
-0.002,0.087,0.8288165745360097,1.3793304117642637,0.740442976027579,0.087,Center Spot
0.791,0.61,0.6179494220881329,1.5065554858541994,0.5341795316187945,0.999,Local Cluster
0.133,-0.465,0.1500732290000473,0.4935594086439029,0.0010385495521184917,0.483,Random
0.693,0.144,0.5537113151506283,2.71836593969618,0.3329481485273455,0.707,Scratch
0.839,-0.467,0.8577226792575705,0.6533886919569643,0.6574819247981224,0.96,Edge Ring
0.244,0.502,0.5371962684190646,1.2990168912447684,0.5399953071814451,0.558,Local Cluster
0.169,0.131,0.16002305290537205,0.4546435339023365,0.014687583160062252,0.214,Random
0.07,0.096,0.8785263401632725,1.049918244831884,0.7621987033149653,0.119,Center Spot
0.071,-0.479,0.5539218589441474,1.3136517183681151,0.4706857858032065,0.484,Donut
-0.539,-0.021,0.49411007487035086,0.7594578322287352,0.4200379073587241,0.54,Donut
-0.057,-0.157,0.21008636013080204,0.2247651292299384,0.15053850762672288,0.166,Random
0.42,0.287,0.1915704761849458,0.4518559824853564,0.037738218906053174,0.509,Random
-0.078,0.045,0.5373991896925507,1.461024715869738,0.7691787836392286,0.09,Center Spot
0.111,0.223,0.8540163966281261,1.7119263040604764,0.7513021476303173,0.249,Center Spot
-0.071,-0.889,0.09494304399272706,0.328762846653234,0.12690769695915485,0.892,Random
0.016,-0.002,0.76954223237291,2.2622064088432516,0.7770060112271734,0.016,Center Spot
0.322,0.579,0.182024053465651,0.6559454773393933,0.018701087320948117,0.662,Random
0.347,-0.088,0.01514491389959831,0.4916585352745451,0.10766930971894595,0.358,Random
0.96,-0.179,0.7938865734785651,1.0038133411546948,0.8409381736064705,0.976,Edge Ring
0.599,0.548,0.5203305945367307,0.6733161269792095,0.7518286038727843,0.812,Local Cluster
